genre_ids,original_language,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross
"[28, 27, 53]",en,18.975,2016-07-01,The Purge: Election Year,6.3,2900,Uni.,79200000.0,39400000.0,2016,118600000.0
"[28, 12, 14, 878]",en,18.517,2016-02-26,Gods of Egypt,5.4,2353,LG/S,31200000.0,119500000.0,2016,150700000.0
"[12, 16, 10751, 35]",en,18.233,2016-07-22,Ice Age: Collision Course,5.9,2430,Fox,64099999.0,344500000.0,2016,408599999.0
"[18, 36]",en,18.148,2016-09-09,Sully,7.1,3924,WB,125100000.0,115700000.0,2016,240800000.0
"[16, 12, 35]",en,17.998,2016-05-20,The Angry Birds Movie,6.0,1851,Sony,107500000.0,244800000.0,2016,352300000.0
"[53, 878, 18]",en,17.892,2016-03-11,10 Cloverfield Lane,6.9,4629,Par.,72100000.0,38100000.0,2016,110200000.0
[35],en,17.662,2016-05-20,Neighbors 2: Sorority Rising,5.7,2829,Uni.,55500000.0,52600000.0,2016,108100000.0
"[16, 35, 18, 10751]",en,17.572,2016-12-21,Sing,6.9,4303,Uni.,270400000.0,363800000.0,2016,634200000.0
"[16, 35, 18, 10751]",en,17.572,2016-12-21,Sing,6.9,4303,Uni.,270400000.0,363800000.0,2016,634200000.0
"[9648, 53, 18]",en,17.41,2016-10-28,Inferno,5.9,3877,Sony,34300000.0,185700000.0,2016,220000000.0
"[9648, 53, 18]",en,17.41,2016-10-28,Inferno,5.9,3877,Sony,34300000.0,185700000.0,2016,220000000.0
[18],en,17.215999999999998,2016-11-25,Lion,8.1,3833,Wein.,51700000.0,88600000.0,2016,140300000.0
[18],en,17.215999999999998,2016-11-25,Lion,8.1,3833,Wein.,51700000.0,88600000.0,2016,140300000.0
"[28, 53]",en,17.085,2016-10-21,Jack Reacher: Never Go Back,5.6,2831,Par.,58700000.0,103400000.0,2016,162100000.0
"[28, 53]",en,17.085,2016-10-21,Jack Reacher: Never Go Back,5.6,2831,Par.,58700000.0,103400000.0,2016,162100000.0
"[18, 10749]",en,16.917,2016-06-03,Me Before You,7.7,5939,WB (NL),56200000.0,152100000.0,2016,208300000.0
"[28, 12, 18]",en,16.660999999999998,2016-04-22,The Huntsman: Winter's War,6.2,2966,Uni.,48400000.0,116600000.0,2016,165000000.0
"[12, 10751, 14]",en,16.642,2016-05-27,Alice Through the Looking Glass,6.5,3803,BV,77000000.0,222400000.0,2016,299400000.0
[18],en,16.637999999999998,2016-11-18,Manchester by the Sea,7.5,3176,RAtt.,47700000.0,31300000.0,2016,79000000.0
[18],en,16.637999999999998,2016-11-18,Manchester by the Sea,7.5,3176,RAtt.,47700000.0,31300000.0,2016,79000000.0
"[28, 12, 80, 14, 878]",en,16.53,2016-08-05,Suicide Squad,5.9,13533,WB,325100000.0,421700000.0,2016,746800000.0
"[27, 9648, 878, 53]",en,16.524,2017-02-17,A Cure for Wellness,6.2,2061,Fox,8100000.0,18500000.0,2017,26600000.0
"[27, 9648, 878, 53]",en,16.524,2017-02-17,A Cure for Wellness,6.2,2061,Fox,8100000.0,18500000.0,2017,26600000.0
"[28, 80, 53]",en,16.302,2016-08-26,Mechanic: Resurrection,5.6,1929,LG/S,21200000.0,104500000.0,2016,125700000.0
"[12, 10751, 35, 14, 10402, 16]",en,16.285999999999998,2016-11-04,Trolls,6.6,1880,Fox,153700000.0,193200000.0,2016,346900000.0
"[12, 10751, 35, 14, 10402, 16]",en,16.285999999999998,2016-11-04,Trolls,6.6,1880,Fox,153700000.0,193200000.0,2016,346900000.0
"[35, 18, 10749]",en,16.275,2016-12-09,La La Land,7.9,10028,LG/S,151100000.0,295000000.0,2016,446100000.0
"[35, 18, 10749]",en,16.275,2016-12-09,La La Land,7.9,10028,LG/S,151100000.0,295000000.0,2016,446100000.0
"[28, 12, 16, 35, 10751]",en,16.248,2016-01-29,Kung Fu Panda 3,6.7,2944,Fox,143500000.0,377600000.0,2016,521100000.0
"[18, 53]",en,16.19,2016-11-18,Nocturnal Animals,7.4,4192,Focus,10700000.0,19600000.0,2016,30300000.0
"[18, 53]",en,16.19,2016-11-18,Nocturnal Animals,7.4,4192,Focus,10700000.0,19600000.0,2016,30300000.0
"[80, 18, 53, 37]",en,15.749,2016-08-12,Hell or High Water,7.3,2468,LGF,27000000.0,10900000.0,2016,37900000.0
"[28, 12, 878]",en,15.732000000000001,2016-06-24,Independence Day: Resurgence,5.1,3911,Fox,103100000.0,286500000.0,2016,389600000.0
"[28, 18, 53, 80, 36]",en,15.435,2016-12-21,Patriots Day,6.9,1337,LGF,31900000.0,18700000.0,2016,50600000.0
"[28, 18, 53, 80, 36]",en,15.435,2016-12-21,Patriots Day,6.9,1337,LGF,31900000.0,18700000.0,2016,50600000.0
"[12, 16, 35, 10751]",en,15.392999999999999,2016-06-17,Finding Dory,7.0,7845,BV,486300000.0,542300000.0,2016,1028600000.0
"[28, 53]",en,15.287,2016-03-04,London Has Fallen,5.9,2591,Focus,62500000.0,143200000.0,2016,205700000.0
"[12, 16, 35, 14]",en,15.232000000000001,2016-08-12,Sausage Party,5.6,4237,Sony,97700000.0,43000000.0,2016,140700000.0
"[28, 12, 35, 10751, 878]",en,15.095999999999998,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1860,Par.,82100000.0,163600000.0,2016,245700000.0
[35],en,15.044,2016-12-23,Why Him?,6.2,2494,Fox,60300000.0,57800000.0,2016,118100000.0
[35],en,15.044,2016-12-23,Why Him?,6.2,2494,Fox,60300000.0,57800000.0,2016,118100000.0
"[12, 35, 18]",en,14.883,2016-07-08,Captain Fantastic,8.0,3445,BST,5900000.0,16900000.0,2016,22800000.0
"[28, 12]",en,14.797,2016-07-01,The Legend of Tarzan,5.8,4102,WB,126600000.0,230100000.0,2016,356700000.0
"[18, 36]",en,14.751,2016-12-10,Hidden Figures,8.0,4710,Fox,169600000.0,66300000.0,2016,235900000.0
"[18, 36]",en,14.751,2016-12-10,Hidden Figures,8.0,4710,Fox,169600000.0,66300000.0,2016,235900000.0
"[28, 53]",en,14.568,2016-07-29,Jason Bourne,6.1,3611,Uni.,162400000.0,253100000.0,2016,415500000.0
"[28, 35, 9648]",en,14.478,2016-06-17,Central Intelligence,6.3,3133,WB (NL),127400000.0,89500000.0,2016,216900000.0
"[53, 18, 10749]",ko,14.374,2016-10-21,The Handmaiden,8.3,1213,Magn.,2000000.0,652000000.0,2016,654000000.0
[35],en,14.332,2016-07-29,Bad Moms,6.5,2600,STX,113300000.0,70700000.0,2016,184000000.0
"[27, 18, 53]",en,14.091,2016-06-24,The Shallows,6.3,3037,Sony,55100000.0,64000000.0,2016,119100000.0
"[28, 12, 878]",en,14.050999999999998,2016-12-21,Assassin's Creed,5.4,5010,Fox,54600000.0,186300000.0,2016,240900000.0
"[28, 12, 878]",en,14.050999999999998,2016-12-21,Assassin's Creed,5.4,5010,Fox,54600000.0,186300000.0,2016,240900000.0
"[16, 12, 10751]",en,13.847000000000001,2016-08-19,Kubo and the Two Strings,7.7,2029,Focus,48000000.0,21900000.0,2016,69900000.0
"[80, 53, 18]",en,13.81,2016-10-14,The Accountant,6.9,3407,WB,86300000.0,68900000.0,2016,155200000.0
"[80, 53, 18]",en,13.81,2016-10-14,The Accountant,6.9,3407,WB,86300000.0,68900000.0,2016,155200000.0
"[35, 80, 9648]",en,13.743,2016-05-20,The Nice Guys,7.1,4272,WB,36300000.0,26500000.0,2016,62800000.0
"[18, 36, 80, 53]",en,13.703,2016-09-16,Snowden,7.1,2427,ORF,21600000.0,15700000.0,2016,37300000.0
"[18, 28]",en,13.685,2016-09-30,Deepwater Horizon,6.7,2606,LG/S,61400000.0,60400000.0,2016,121800000.0
"[18, 28]",en,13.685,2016-09-30,Deepwater Horizon,6.7,2606,LG/S,61400000.0,60400000.0,2016,121800000.0
"[27, 9648]",en,13.61,2016-12-21,The Autopsy of Jane Doe,6.5,1869,IFC,10500.0,6000000.0,2016,6010500.0
"[27, 9648]",en,13.61,2016-12-21,The Autopsy of Jane Doe,6.5,1869,IFC,10500.0,6000000.0,2016,6010500.0
"[28, 53, 9648]",en,13.334000000000001,2016-02-26,Triple 9,5.8,1258,ORF,12600000.0,10500000.0,2016,23100000.0
[35],en,12.997,2016-02-12,Zoolander 2,4.7,1374,Par.,28800000.0,27900000.0,2016,56700000.0
"[28, 35]",en,12.977,2016-01-15,Ride Along 2,6.2,939,Uni.,91200000.0,33400000.0,2016,124600000.0
"[12, 878]",en,12.967,2016-01-15,The 5th Wave,5.8,3657,Sony,34900000.0,75000000.0,2016,109900000.0
"[18, 10749]",en,12.857000000000001,2016-12-16,Collateral Beauty,7.2,3270,WB (NL),31000000.0,57500000.0,2016,88500000.0
"[18, 10749]",en,12.857000000000001,2016-12-16,Collateral Beauty,7.2,3270,WB (NL),31000000.0,57500000.0,2016,88500000.0
[35],en,12.845999999999998,2016-04-15,Barbershop: The Next Cut,6.0,248,WB (NL),54000000.0,1000000.0,2016,55000000.0
[18],en,12.753,2016-12-16,Fences,6.8,1465,Par.,57700000.0,6700000.0,2016,64400000.0
[18],en,12.753,2016-12-16,Fences,6.8,1465,Par.,57700000.0,6700000.0,2016,64400000.0
"[28, 18, 36, 53]",en,12.673,2016-01-29,The Finest Hours,6.4,943,BV,27600000.0,24500000.0,2016,52100000.0
"[12, 35, 18]",en,12.545,2016-06-24,Hunt for the Wilderpeople,7.8,915,Orch.,5200000.0,652000000.0,2016,657200000.0
"[53, 9648, 27]",en,12.408,2016-07-22,Lights Out,6.3,2220,WB (NL),67300000.0,81600000.0,2016,148900000.0
"[18, 36]",en,12.349,2017-01-20,The Founder,7.0,2093,Wein.,12800000.0,11300000.0,2017,24100000.0
"[18, 36]",en,12.349,2017-01-20,The Founder,7.0,2093,Wein.,12800000.0,11300000.0,2017,24100000.0
"[35, 18, 9648]",en,12.312000000000001,2016-02-05,"Hail, Caesar!",5.9,2328,Uni.,30500000.0,33100000.0,2016,63600000.0
"[18, 53]",en,12.215,2016-11-25,Miss Sloane,7.4,912,EC,3500000.0,5600000.0,2016,9100000.0
"[18, 53]",en,12.215,2016-11-25,Miss Sloane,7.4,912,EC,3500000.0,5600000.0,2016,9100000.0
"[80, 27, 53]",en,12.140999999999998,2016-08-26,Don't Breathe,6.9,3662,SGem,89200000.0,67900000.0,2016,157100000.0
"[28, 18, 36]",cn,12.11,2016-01-22,Ip Man 3,6.7,681,WGUSA,2700000.0,154200000.0,2016,156900000.0
"[12, 16, 35, 10751]",en,12.100999999999999,2016-09-23,Storks,6.5,1308,WB,72700000.0,110700000.0,2016,183400000.0
"[36, 53, 10752]",en,11.87,2016-08-12,Anthropoid,7.0,512,BST,3000000.0,652000000.0,2016,655000000.0
"[27, 53]",en,11.823,2016-10-21,Ouija: Origin of Evil,6.0,1416,Uni.,35100000.0,46600000.0,2016,81700000.0
"[27, 53]",en,11.823,2016-10-21,Ouija: Origin of Evil,6.0,1416,Uni.,35100000.0,46600000.0,2016,81700000.0
"[53, 27, 9648]",en,11.787,2016-06-14,The Neon Demon,6.6,2005,BG,1300000.0,652000000.0,2016,653300000.0
"[27, 53]",en,11.752,2016-09-22,Better Watch Out,6.6,516,WGUSA,20400.0,652000000.0,2017,652020400.0
"[27, 53]",en,11.752,2016-09-22,Better Watch Out,6.6,516,WGUSA,20400.0,652000000.0,2017,652020400.0
[35],en,11.675999999999998,2016-07-08,Mike and Dave Need Wedding Dates,6.0,1552,Fox,46000000.0,31100000.0,2016,77100000.0
"[35, 18]",en,11.546,2016-11-18,The Edge of Seventeen,7.2,2224,STX,14400000.0,4400000.0,2016,18800000.0
"[35, 18]",en,11.546,2016-11-18,The Edge of Seventeen,7.2,2224,STX,14400000.0,4400000.0,2016,18800000.0
"[9648, 27, 878]",en,11.54,2017-04-07,The Void,5.8,521,Scre.,151000.0,652000000.0,2017,652151000.0
"[14, 27, 53, 878]",en,0.948,2016-11-08,The Void,5.3,3,Scre.,151000.0,652000000.0,2017,652151000.0
[27],en,0.637,2016-09-22,The Void,8.0,1,Scre.,151000.0,652000000.0,2017,652151000.0
"[9648, 27, 878]",en,11.54,2017-04-07,The Void,5.8,521,Scre.,151000.0,652000000.0,2017,652151000.0
"[28, 35]",en,11.523,2016-10-21,Keeping Up with the Joneses,6.0,1141,Fox,14900000.0,15000000.0,2016,29900000.0
"[35, 18, 36, 12]",en,11.482999999999999,2016-02-26,Eddie the Eagle,7.2,1190,Fox,15800000.0,30400000.0,2016,46200000.0
[35],en,11.442,2016-04-08,The Boss,5.8,822,Uni.,63300000.0,15600000.0,2016,78900000.0
[35],en,11.432,2016-01-22,Dirty Grandpa,5.8,2667,LGF,35600000.0,58500000.0,2016,94100000.0
"[18, 10749]",en,11.287,2016-02-05,The Choice,7.0,1046,LGF,18700000.0,652000000.0,2016,670700000.0
"[53, 18]",en,11.134,2016-05-13,Money Monster,6.4,1859,TriS,41000000.0,52300000.0,2016,93300000.0
"[18, 14]",en,11.128,2016-12-23,A Monster Calls,7.1,1918,Focus,3700000.0,43600000.0,2016,47300000.0
"[18, 14]",en,11.128,2016-12-23,A Monster Calls,7.1,1918,Focus,3700000.0,43600000.0,2016,47300000.0
"[35, 18]",en,11.055,2016-04-22,A Hologram for the King,5.9,589,RAtt.,4200000.0,652000000.0,2016,656200000.0
"[12, 18, 36]",en,11.048,2017-04-21,The Lost City of Z,6.2,1397,BST,8600000.0,10700000.0,2017,19300000.0
"[12, 18, 36]",en,11.048,2017-04-21,The Lost City of Z,6.2,1397,BST,8600000.0,10700000.0,2017,19300000.0
"[35, 18]",de,10.972999999999999,2016-12-25,Toni Erdmann,7.1,488,SPC,1500000.0,652000000.0,2016,653500000.0
"[35, 18]",de,10.972999999999999,2016-12-25,Toni Erdmann,7.1,488,SPC,1500000.0,652000000.0,2016,653500000.0
[35],en,10.729000000000001,2016-12-09,Office Christmas Party,5.6,1191,Par.,54800000.0,59700000.0,2016,114500000.0
"[27, 9648, 53, 80]",en,10.713,2016-02-05,Regression,5.5,1065,W/Dim.,55000.0,17600000.0,2016,17655000.0
"[35, 80, 18]",en,10.654000000000002,2016-08-19,War Dogs,6.8,2387,WB,43000000.0,43200000.0,2016,86200000.0
"[18, 53]",en,10.535,2016-11-11,Shut In,5.2,374,EC,6900000.0,6200000.0,2016,13100000.0
"[35, 10749]",en,10.517999999999999,2016-09-16,Bridget Jones's Baby,6.4,1806,Uni.,24300000.0,187700000.0,2016,212000000.0
"[28, 12, 878]",en,10.459000000000001,2016-04-06,Hardcore Henry,6.2,1294,STX,9300000.0,7600000.0,2016,16900000.0
[18],en,10.413,2016-12-28,20th Century Women,7.4,504,A24,5700000.0,652000000.0,2016,657700000.0
[18],en,10.413,2016-12-28,20th Century Women,7.4,504,A24,5700000.0,652000000.0,2016,657700000.0
"[35, 10749]",en,10.270999999999999,2016-02-12,How to Be Single,6.1,2036,WB (NL),46800000.0,65500000.0,2016,112300000.0
"[18, 53, 10752]",en,10.219,2016-03-11,Eye in the Sky,7.1,850,BST,18700000.0,652000000.0,2016,670700000.0
"[53, 18, 10749, 36, 9648]",en,10.137,2016-04-15,Colonia,7.4,1103,Scre.,15700.0,652000000.0,2016,652015700.0
"[35, 10749, 18, 10402]",en,10.102,2016-04-15,Sing Street,8.0,1202,Wein.,3200000.0,10400000.0,2016,13600000.0
"[18, 36]",en,10.089,2016-02-18,Risen,5.8,433,Sony,36900000.0,9200000.0,2016,46100000.0
[18],en,10.078,2016-03-18,Miracles from Heaven,7.1,478,TriS,61700000.0,12200000.0,2016,73900000.0
"[18, 28]",hi,10.022,2016-12-21,Dangal,8.1,358,UTV,12400000.0,290500000.0,2016,302900000.0
"[35, 18, 10749, 14, 12]",en,10.0,2016-06-24,Swiss Army Man,6.9,1789,A24,4200000.0,652000000.0,2016,656200000.0
"[99, 9648, 53]",en,9.913,2016-06-17,Tickled,7.4,188,Magn.,614000.0,652000000.0,2016,652614000.0
"[12, 35, 16, 10751]",en,9.908999999999999,2016-07-08,The Secret Life of Pets,6.1,5374,Uni.,368400000.0,507100000.0,2016,875500000.0
"[18, 53]",fr,9.87,2016-09-25,Elle,6.6,1003,SPC,2300000.0,652000000.0,2016,654300000.0
"[18, 53]",fr,9.87,2016-09-25,Elle,6.6,1003,SPC,2300000.0,652000000.0,2016,654300000.0
"[53, 27]",en,9.772,2016-09-16,Blair Witch,5.0,1094,LGF,20800000.0,24400000.0,2016,45200000.0
"[53, 27]",en,9.772,2016-09-16,Blair Witch,5.0,1094,LGF,20800000.0,24400000.0,2016,45200000.0
"[18, 80]",en,9.722000000000001,2017-01-20,Trespass Against Us,5.8,178,A24,5700.0,652000000.0,2017,652005700.0
"[18, 80]",en,9.722000000000001,2017-01-20,Trespass Against Us,5.8,178,A24,5700.0,652000000.0,2017,652005700.0
"[28, 16, 80, 18]",en,9.595,2016-07-21,Batman: The Killing Joke,6.3,879,Fathom,3800000.0,652000000.0,2016,655800000.0
"[80, 18, 53]",en,9.588,2016-07-13,The Infiltrator,6.6,943,BG,15400000.0,652000000.0,2016,667400000.0
"[10749, 18]",en,9.491,2016-03-04,Knight of Cups,5.6,351,BG,566000.0,652000000.0,2016,652566000.0
"[35, 18, 10749]",en,9.486,2016-12-28,Paterson,7.1,736,BST,2200000.0,652000000.0,2016,654200000.0
"[35, 18, 10749]",en,9.486,2016-12-28,Paterson,7.1,736,BST,2200000.0,652000000.0,2016,654200000.0
"[18, 36]",en,9.417,2016-06-10,Genius,6.5,391,RAtt.,1400000.0,4300000.0,2016,5700000.0
"[35, 18]",en,9.346,2016-04-08,Demolition,6.7,1121,FoxS,2000000.0,652000000.0,2016,654000000.0
"[12, 16, 35, 10751]",en,9.325,2016-01-15,Norm of the North,4.2,192,LGF,17100000.0,652000000.0,2016,669100000.0
"[18, 10752]",en,9.318,2016-11-11,Billy Lynn's Long Halftime Walk,5.9,309,TriS,1700000.0,29200000.0,2016,30900000.0
"[18, 10752]",en,9.318,2016-11-11,Billy Lynn's Long Halftime Walk,5.9,309,TriS,1700000.0,29200000.0,2016,30900000.0
"[18, 36]",en,9.267000000000001,2016-09-30,Denial,6.7,349,BST,4099999.0,652000000.0,2016,656099999.0
"[18, 36]",en,9.267000000000001,2016-09-30,Denial,6.7,349,BST,4099999.0,652000000.0,2016,656099999.0
"[35, 80, 18, 9648]",en,9.207,2016-11-23,Bad Santa 2,5.2,416,BG,17800000.0,652000000.0,2016,669800000.0
"[35, 80, 18, 9648]",en,9.207,2016-11-23,Bad Santa 2,5.2,416,BG,17800000.0,652000000.0,2016,669800000.0
"[28, 12, 18, 27, 878]",ja,9.205,2016-10-11,Shin Godzilla,6.6,348,FUN,1900000.0,76000000.0,2016,77900000.0
[18],en,9.171,2016-10-21,"I, Daniel Blake",7.7,633,IFC,260000.0,652000000.0,2017,652260000.0
[18],en,9.171,2016-10-21,"I, Daniel Blake",7.7,633,IFC,260000.0,652000000.0,2017,652260000.0
"[10749, 27, 35, 53]",en,9.086,2016-02-05,Pride and Prejudice and Zombies,5.7,1195,SGem,10900000.0,5500000.0,2016,16400000.0
"[53, 27]",en,9.078,2016-03-11,The Other Side of the Door,5.3,470,Fox,3000000.0,11300000.0,2016,14300000.0
[99],tr,8.982000000000003,2017-02-10,Kedi,7.5,106,Osci.,2800000.0,652000000.0,2017,654800000.0
[99],tr,8.982000000000003,2017-02-10,Kedi,7.5,106,Osci.,2800000.0,652000000.0,2017,654800000.0
"[28, 35]",en,8.952,2016-04-29,Keanu,6.0,644,WB (NL),20600000.0,652000000.0,2016,672600000.0
"[28, 12, 878]",en,8.88,2016-10-14,Max Steel,5.2,383,ORF,3800000.0,2500000.0,2016,6300000.0
"[28, 12, 878]",en,8.88,2016-10-14,Max Steel,5.2,383,ORF,3800000.0,2500000.0,2016,6300000.0
"[28, 18, 37]",en,8.825,2016-01-29,Jane Got a Gun,5.5,439,Wein.,1500000.0,652000000.0,2016,653500000.0
[18],en,8.818999999999997,2016-12-02,Jackie,6.4,1420,FoxS,14000000.0,652000000.0,2016,666000000.0
[18],en,8.818,2017-05-19,Wakefield,6.2,165,IFC,263000.0,652000000.0,2017,652263000.0
[18],en,8.818,2017-05-19,Wakefield,6.2,165,IFC,263000.0,652000000.0,2017,652263000.0
"[36, 18, 10752, 28]",ko,8.81,2016-08-12,Operation Chromite,6.0,86,CJ,1000000.0,652000000.0,2016,653000000.0
"[36, 18, 10752, 28]",ko,8.81,2016-08-12,Operation Chromite,6.0,86,CJ,1000000.0,652000000.0,2016,653000000.0
"[10749, 35]",en,8.783999999999999,2016-01-29,Fifty Shades of Black,4.4,677,ORF,11700000.0,10500000.0,2016,22200000.0
[18],en,8.777999999999999,2016-09-30,American Honey,6.7,417,A24,663000.0,1200000.0,2016,1863000.0
[18],en,8.76,2016-04-29,The Man Who Knew Infinity,7.2,699,IFC,3900000.0,8400000.0,2016,12300000.0
"[12, 18, 878]",en,8.652999999999999,2016-03-18,Midnight Special,6.3,1105,WB,3700000.0,2500000.0,2016,6200000.0
"[28, 18, 36, 10752]",en,8.574,2016-06-24,Free State of Jones,6.6,787,STX,20800000.0,4200000.0,2016,25000000.0
"[10752, 35]",en,8.564,2016-03-04,Whiskey Tango Foxtrot,6.2,596,Par.,23100000.0,652000000.0,2016,675100000.0
"[12, 16, 14, 10751]",en,8.512,2016-08-05,The Little Prince,7.6,1493,EOne,1300000.0,96200000.0,2016,97500000.0
"[10749, 18]",en,8.506,2016-11-04,Loving,6.7,529,Focus,7800000.0,5200000.0,2016,13000000.0
"[10749, 18]",en,8.506,2016-11-04,Loving,6.7,529,Focus,7800000.0,5200000.0,2016,13000000.0
"[10751, 35]",en,8.479,2016-10-07,Middle School: The Worst Years of My Life,7.0,190,LGF,20000000.0,3300000.0,2016,23300000.0
"[35, 18]",en,8.453,2016-08-12,Florence Foster Jenkins,6.7,849,Par.,27400000.0,21500000.0,2016,48900000.0
"[28, 12, 16, 10751]",en,8.439,2016-04-29,Ratchet & Clank,5.5,332,Focus,8800000.0,652000000.0,2016,660800000.0
[35],en,8.38,2016-07-22,Absolutely Fabulous: The Movie,5.4,139,FoxS,4800000.0,33100000.0,2016,37900000.0
"[27, 53]",en,8.357000000000001,2016-05-13,The Darkness,4.8,347,BH Tilt,10800000.0,652000000.0,2016,662800000.0
"[18, 10749]",es,8.287,2016-12-21,Julieta,7.0,445,SPC,1500000.0,21000000.0,2016,22500000.0
"[18, 36, 10752, 53]",da,8.267999999999999,2016-01-22,Land of Mine,7.8,676,SPC,435000.0,652000000.0,2016,652435000.0
[18],en,8.258,2016-11-04,Bleed for This,6.9,405,ORF,5100000.0,652000000.0,2016,657100000.0
[18],en,8.258,2016-11-04,Bleed for This,6.9,405,ORF,5100000.0,652000000.0,2016,657100000.0
[18],en,8.17,2016-08-26,Hands of Stone,6.1,167,Wein.,4700000.0,652000000.0,2016,656700000.0
"[35, 18, 10749]",en,8.086,2016-06-03,Love & Friendship,6.2,294,RAtt.,14000000.0,652000000.0,2016,666000000.0
"[9648, 18, 27]",en,8.062000000000001,2016-09-09,When the Bough Breaks,5.3,150,SGem,29700000.0,911000.0,2016,30611000.0
[53],en,8.054,2016-07-01,Our Kind of Traitor,6.0,276,RAtt.,3200000.0,7600000.0,2016,10800000.0
"[36, 18, 10749]",fr,7.992000000000001,2017-03-15,Frantz,7.5,342,MBox,881000.0,652000000.0,2017,652881000.0
"[36, 18, 10749]",fr,7.992000000000001,2017-03-15,Frantz,7.5,342,MBox,881000.0,652000000.0,2017,652881000.0
[99],it,7.862,2016-10-21,Fire at Sea,6.7,127,KL,121000.0,652000000.0,2016,652121000.0
"[18, 35, 36]",en,7.857,2016-04-22,Elvis & Nixon,5.8,233,BST,1100000.0,652000000.0,2016,653100000.0
"[27, 14, 10402]",pl,7.803,2017-02-01,The Lure,6.5,88,Jan.,102000.0,652000000.0,2017,652102000.0
[99],en,0.6,2016-11-13,The Lure,8.0,1,Jan.,102000.0,652000000.0,2017,652102000.0
"[27, 14, 10402]",pl,7.803,2017-02-01,The Lure,6.5,88,Jan.,102000.0,652000000.0,2017,652102000.0
"[80, 18]",en,7.782,2016-10-21,American Pastoral,6.0,339,LGF,544000.0,652000000.0,2016,652544000.0
"[80, 18]",en,7.782,2016-10-21,American Pastoral,6.0,339,LGF,544000.0,652000000.0,2016,652544000.0
"[35, 18]",en,7.725,2016-04-22,The Meddler,5.8,186,SPC,4300000.0,652000000.0,2016,656300000.0
"[18, 27, 878]",en,7.664,2016-07-29,Viral,5.5,238,W/Dim.,415000000.0,552000.0,2016,415552000.0
[18],en,7.6610000000000005,2016-10-21,I'm Not Ashamed,6.9,88,PFR,2100000.0,652000000.0,2016,654100000.0
"[18, 36, 10749]",en,7.657999999999999,2017-06-16,Maudie,7.7,125,SPC,6200000.0,652000000.0,2017,658200000.0
"[18, 36, 10749]",en,7.657999999999999,2017-06-16,Maudie,7.7,125,SPC,6200000.0,652000000.0,2017,658200000.0
[18],en,7.564,2016-09-23,Queen of Katwe,7.1,225,BV,8900000.0,1500000.0,2016,10400000.0
[10749],en,7.557,2017-05-12,Paris Can Wait,5.4,98,SPC,5600000.0,652000000.0,2017,657600000.0
[10749],en,7.557,2017-05-12,Paris Can Wait,5.4,98,SPC,5600000.0,652000000.0,2017,657600000.0
[18],en,7.5139999999999985,2016-10-14,Certain Women,5.9,148,IFC,1100000.0,652000000.0,2016,653100000.0
"[28, 12, 18, 36]",no,7.472,2016-06-17,The Last King,5.6,114,Magn.,8900.0,652000000.0,2016,652008900.0
"[53, 80]",en,7.443,2016-04-29,Term Life,5.9,138,FCW,21300.0,652000000.0,2016,652021300.0
"[35, 18]",sv,7.4220000000000015,2016-08-26,A Man Called Ove,7.4,430,MBox,3500000.0,652000000.0,2016,655500000.0
"[18, 10752]",da,7.3279999999999985,2016-02-12,A War,6.8,107,Magn.,123000.0,652000000.0,2016,652123000.0
"[18, 53]",en,7.3039999999999985,2017-10-06,Una,6.4,103,EF,22800.0,652000000.0,2017,652022800.0
"[18, 53]",en,7.3039999999999985,2017-10-06,Una,6.4,103,EF,22800.0,652000000.0,2017,652022800.0
[18],es,7.285,2016-09-04,Neruda,6.3,129,Orch.,939000.0,652000000.0,2016,652939000.0
"[99, 10402]",en,7.2360000000000015,2016-09-16,The Beatles: Eight Days a Week - The Touring Years,7.6,162,Abr.,2900000.0,9400000.0,2016,12300000.0
[27],en,7.223,2016-06-17,Clown,5.3,682,W/Dim.,55000.0,652000000.0,2016,652055000.0
"[35, 27, 18]",en,7.141,2016-10-21,Boo! A Madea Halloween,5.3,280,LGF,73200000.0,1600000.0,2016,74800000.0
"[27, 53]",en,7.1370000000000005,2016-12-02,Incarnate,5.2,314,BH Tilt,4800000.0,1500000.0,2016,6300000.0
"[18, 10751, 35]",en,7.12,2016-11-18,A Street Cat Named Bob,7.5,500,Cleopatra,82700.0,652000000.0,2016,652082700.0
"[18, 10751, 35]",en,7.12,2016-11-18,A Street Cat Named Bob,7.5,500,Cleopatra,82700.0,652000000.0,2016,652082700.0
"[35, 18]",en,7.0120000000000005,2016-06-24,Wiener-Dog,5.6,101,IFC,477000.0,652000000.0,2016,652477000.0
"[14, 18, 878]",zh,6.96,2016-09-30,L.O.R.D: Legend of Ravaging Dynasties,6.0,11,AR,350000.0,57700000.0,2016,58050000.0
"[35, 10749]",en,6.875,2016-03-11,The Perfect Match,5.5,78,LGF,9700000.0,745000.0,2016,10445000.0
[35],en,6.8389999999999995,2016-03-30,Everybody Wants Some!!,6.4,681,Par.,3400000.0,652000000.0,2016,655400000.0
"[28, 14]",zh,6.806,2016-07-29,League of Gods,5.3,42,Sony,182000.0,652000000.0,2016,652182000.0
"[35, 18, 9648]",en,6.803,2016-04-29,The Family Fang,5.8,172,SM,263000.0,652000000.0,2016,652263000.0
